Naive_Resting_Donor1	Th17_Resting_Donor1	Th2_Resting_Donor1	TEM_act_Resting_Donor1	Th1_Resting_Donor1	TCM_Resting_Donor1	TEM_act2_Resting_Donor1	Treg_Resting_Donor1	TCM_2_Donor1	TCM/TEM_2_Donor1	Th17_2_Donor1	Treg_2_Donor1	Naive_2_Donor1	TEM_act2_2_Donor1	Th1_2_Donor1	Th2_2_Donor1	TCM_5_Donor1	TCM/TEM_5_Donor1	Treg_5_Donor1	Th1_5_Donor1	Naive_5_Donor1	Th17_5_Donor1	TEM_act_5_Donor1	TEM_act2_5_Donor1	Th2_5_Donor1	Th1_15_Donor1	TCM_15_Donor1	TCM/TEM_15_Donor1	Th2_15_Donor1	TEM_act2_15_Donor1	Th17_15_Donor1	Naive_15_Donor1	Treg_15_Donor1	TEM_act_15_Donor1	Th1_Resting_Donor2	Naive_Resting_Donor2	TEM_act2_Resting_Donor2	TEM_act_Resting_Donor2	TCM_Resting_Donor2	Th17_Resting_Donor2	Th2_Resting_Donor2	Treg_Resting_Donor2	TCM/TEM_2_Donor2	TCM_2_Donor2	Naive_2_Donor2	Treg_2_Donor2	TEM_act2_2_Donor2	Th17_2_Donor2	Th1_2_Donor2	Th2_2_Donor2	TEM_act_2_Donor2	TCM_5_Donor2	Treg_5_Donor2	Naive_5_Donor2	Th17_5_Donor2	TCM/TEM_5_Donor2	TEM_act2_5_Donor2	Th1_5_Donor2	Th2_5_Donor2	TEM_act_5_Donor2	TCM_15_Donor2	Th1_15_Donor2	TCM/TEM_15_Donor2	Naive_15_Donor2	TEM_act_15_Donor2	TEM_act2_15_Donor2	Treg_15_Donor2	Th2_15_Donor2	Th17_15_Donor2	Th1_Resting_Donor3	Naive_Resting_Donor3	Treg_Resting_Donor3	TCM_Resting_Donor3	Th17_Resting_Donor3	Th2_Resting_Donor3	TEM_act2_Resting_Donor3	TEM_act_Resting_Donor3	TCM_2_Donor3	Naive_2_Donor3	TCM/TEM_2_Donor3	Th1_2_Donor3	Treg_2_Donor3	TCM_5_Donor3	Th1_5_Donor3	TCM/TEM_5_Donor3	Naive_5_Donor3	TEM_act_5_Donor3	Th17_5_Donor3	Th2_5_Donor3	Treg_5_Donor3	TEM_act2_5_Donor3	TCM_15_Donor3	TCM/TEM_15_Donor3	Th17_15_Donor3	Th2_15_Donor3	Th1_15_Donor3	Naive_15_Donor3	TEM_act2_15_Donor3	Treg_15_Donor3	TEM_act_15_Donor3	Th17_Resting_Donor4	Naive_Resting_Donor4	TEM_act2_Resting_Donor4	TCM_Resting_Donor4	Treg_Resting_Donor4	TEM_act_Resting_Donor4	Th2_Resting_Donor4	Th1_Resting_Donor4	TCM_2_Donor4	Naive_2_Donor4	Treg_2_Donor4	TCM/TEM_2_Donor4	Th1_2_Donor4	TEM_act2_2_Donor4	Naive_5_Donor4	Treg_5_Donor4	TCM_5_Donor4	Th1_5_Donor4	TCM/TEM_5_Donor4	TEM_act2_5_Donor4	Th17_5_Donor4	TCM_15_Donor4	TCM/TEM_15_Donor4	Th17_15_Donor4	Th2_15_Donor4	Naive_15_Donor4	Treg_15_Donor4	Th1_15_Donor4	TEM_act_15_Donor4	TEM_act2_15_Donor4
FOXP1	1.44180392196338	1.25362018448323	1.28085078011789	1.29864046819195	1.30135836857068	1.39254071114836	1.16542926111862	1.364615967424	1.15503016543727	1.13118164724231	1.38741616924497	1.25775437316625	1.18889677651601	1.07104146199581	1.31607390575983	1.20764515115767	1.10210666959867	1.20184398214902	1.40261510630747	1.26629116102338	1.43638796949773	1.54302896645686	1.53180689929605	1.36211310542082	1.77043841961159	1.45324062240499	1.25815134443134	1.03003720425916	1.43012771675209	1.27518550400405	1.3050331195788	1.48734349060554	1.04156073319179	1.10091955762014	1.2382762595361	1.51113935559491	1.21439373634412	1.25099137408714	1.34430204795091	1.3240187121365	1.30416636244161	1.31563430489757	1.10362424807167	1.02694868095868	1.26265969180212	1.30215665451363	1.11241221500229	1.10446148524872	1.09836207595247	1.2235497543624	1.35884447550269	1.18994612253447	1.28606061853647	1.26529027220329	1.49645613135774	1.19093804617402	1.40436426357184	1.29191485647618	1.6311336036053	1.49427603311052	1.44986020563746	1.36879829048433	1.17569433136538	1.46658099010766	1.15379349799793	1.39584041286852	1.17068158768207	1.18030961240537	1.36077651723225	1.2398783393765	1.43921414684255	1.43084323933777	1.26947812926596	1.06205824434989	1.21132652434078	1.19312792905503	1.22709830418498	1.06152818325276	1.18970112970086	1.21784160506058	1.08464091746076	1.32727037681888	1.14927451682568	1.37034277503046	1.28429605248636	1.42841918568745	1.13262104465582	1.52841326880795	1.29783511133535	1.51662732004947	1.11966159917275	1.22458514504177	1.26685006633764	1.4435174418638	1.35515236462892	1.41965768481465	1.30229353012146	1.07075854980913	1.05107407389529	0.927043844506181	1.23303504988621	1.37829870824014	1.26714649643656	1.36050061681586	1.37300072294829	1.2744858176206	1.35683557766624	1.31452420906441	1.05693704552157	1.18662778765503	1.22567263415208	1.10533142143062	1.15202141677415	1.3286877951968	1.32730256851986	1.42458683503538	1.15312332210968	1.21360104301951	1.23648583452967	1.71080684898848	1.5411310863298	1.3245332107173	1.11473904233053	1.49744932924398	1.1825657354257	1.42419981830744	1.0284752658056	1.35961779703757	1.22367644437626	1.25000318457264
FOXP3	0.743808958085491	0.739125076638782	0.683945812696531	0.740242814888994	0.745665961482453	0.668220777723555	0.797028173706333	0.965972882721284	0.515948486949454	0.560052467738862	0.538885568735613	0.864330586040782	0.631787650413734	0.618654927601953	0.606598886973435	0.493705941886771	0.650426667728076	0.651154379614805	0.871195504482535	0.663141805720532	0.657654082393486	0.704509886375871	0.606106934440668	0.641353852345175	0.647894903742049	0.705393893948748	0.680396287441063	0.707432637658526	0.749865759065057	0.817240602331711	0.732519448627288	0.767571742315121	0.985707271532859	0.692468220444175	0.725551677114309	0.737970760640703	0.788103184821454	0.667933873852818	0.768972086273838	0.728280142857197	0.693582106177106	1.08391283689194	0.544063383519361	0.481533490118193	0.599667569630735	0.93480376231039	0.612192774424411	0.631921839525482	0.570534640612476	0.563476350975944	0.640891052907159	0.627889679360648	0.912816611771831	0.703598490913896	0.621744246259062	0.650692464572923	0.654161765897953	0.658350474395676	0.563149087189095	0.570778657208181	0.676713530296476	0.739106596076287	0.676650315127946	0.632760923647229	0.709836772871517	0.798856188140307	0.966312311020314	0.669891356482993	0.736369429808529	0.695314446842168	0.730255219310776	1.08522532677157	0.744859712197262	0.73570379503025	0.699863713070789	0.823484915550282	0.675713117819536	0.516618046474575	0.613730249581947	0.546677337604639	0.588251341923982	0.924501767934076	0.65328315042905	0.61784905170302	0.637847446285117	0.691106795973351	0.551722624151551	0.590770466407197	0.584651778742721	0.903073151181295	0.615683914664877	0.696085415794565	0.710288392144954	0.699940358668306	0.698837638903961	0.679632344020293	0.689060042817681	0.71439967965462	0.974394544665878	0.599613682104996	0.745624181852683	0.72383731542261	0.794627460869605	0.75703058609964	1.02624514749889	0.707553525137011	0.726687950325587	0.734752713235048	0.463490476835318	0.580027346123493	0.898776189502381	0.49899315221942	0.54245308280395	0.57059837833525	0.625762298620742	0.9035442363274	0.647418934408908	0.638145172168319	0.649558014066243	0.536081208888457	0.633148102780255	0.674861495492445	0.66670697170941	0.768259248495404	0.664276855201353	0.604179788879255	1.00304304144255	0.690288538957094	0.671370537172754	0.680822535847277
GABPA	1.41624650223421	1.4951054299269	1.46742117865246	1.42107908982567	1.45202470455969	1.44879301988527	1.39037771466319	1.38340697167686	1.56143576662179	1.57341355259896	1.48416148739984	1.48121653687519	1.48128145763535	1.45601684154832	1.57114495156491	1.55588580794871	1.47896653123074	1.4725353407826	1.48641459356022	1.49473865902164	1.51073842769796	1.44354789845732	1.38507010394954	1.4890566989269	1.40341885758493	1.51560832684131	1.49305112021746	1.53923830040725	1.54738614569049	1.55908499654379	1.5415490263436	1.61569836623263	1.46376411824219	1.50180076743544	1.41545539967187	1.49141846570078	1.35920844068752	1.49569531182957	1.43013823109301	1.38942924947061	1.42378305903582	1.40472186497373	1.5858634363146	1.60415281667956	1.51561754933503	1.56693175848931	1.44078425720519	1.44436825751925	1.61624563404222	1.82315172890619	1.47283082933411	1.52831360399369	1.46876160578781	1.42329096422646	1.54047656364078	1.4868497341914	1.39647767467551	1.47057471989521	1.67807856996022	1.3854296752528	1.5399881599093	1.49318887997438	1.46654515606225	1.63585554885695	1.58511199546763	1.46171827884982	1.57103425215566	1.57455769063885	1.52260276575095	1.4884802461252	1.41080116627021	1.39159395798575	1.4964882605719	1.35793274393233	1.42352767934042	1.31333778015703	1.49963515182209	1.59480597501532	1.51826317253592	1.55247627439052	1.66844917607739	1.58014189718008	1.51312950337474	1.49321268680648	1.53086881168967	1.50070781407488	1.58342013598793	1.57245584328929	1.56619396836845	1.49832893489007	1.46458895163257	1.53113187593485	1.50536428783862	1.55726309687033	1.5991461705176	1.5328102967428	1.60568410126586	1.5530678344375	1.56275536755133	1.72412165103805	1.40100687791419	1.43821896494116	1.51169647781267	1.45016759392936	1.47381936671385	1.46153781924199	1.48662521141032	1.51681673610944	1.59701850301104	1.54463579036959	1.55880205252636	1.58101617497693	1.65364707880586	1.52548359139564	1.43940588334794	1.45985917692392	1.52643509715715	1.44317623211377	1.52501229229686	1.48728468627871	1.47881413522548	1.54583248382333	1.60213213741913	1.54595195450892	1.63291768836518	1.59098569980148	1.51522123997186	1.5968410046173	1.53292153874231	1.49343274384192
GATA3	0.992533064714033	0.973874441517338	1.16641915470739	0.992829740688215	0.961728679581674	0.971582270927615	0.939987860570712	0.896948717762211	0.799841337365066	0.87169688532034	0.659578207247581	0.822074837160007	0.862311567019395	0.813661485314438	0.775488225338194	1.52833870138647	0.89122286110304	0.948618695648604	0.903547939281805	0.794938500279449	0.920702966547439	0.676721989044251	0.870980250605523	0.8132111139515	1.34467813222551	0.823915129499709	0.885687637292247	0.983527463436545	1.29247499275356	0.874065093016584	0.841980623537498	0.896683293862776	0.942864982223346	0.994989063031431	0.971317884300402	0.954487460010781	0.979977063584969	1.08498285834406	0.925582572832229	0.985514626135608	1.23223686305385	0.936352832462515	0.898993629178328	0.756365051020736	0.836091749499171	0.828721639052947	0.773128429204535	0.762371098823871	0.808243605555557	1.37939324915452	0.887862233644181	0.886318753479226	0.897320351833665	0.920770042979847	0.7140601178391	0.988700094669626	0.779431085841231	0.84035073728138	1.47475603265081	0.895314739739109	0.865971115264871	0.812400869272202	0.964679788261023	0.870895997864951	0.995823673751029	0.839465279273586	0.970727250393586	1.40017233451773	0.789656847887266	0.986162899215342	0.964279316474574	0.999696458601361	1.00526936686588	1.03511371160849	1.22233988607072	0.993462566368712	1.17115639467026	0.769063145459556	0.807806777562155	0.878138864756251	0.855649089846408	0.751985556532829	0.898513129329523	0.828299229281204	0.992310053665761	0.882329086661446	0.983221724830177	0.703487339554243	1.47427468279892	0.911217411473376	0.776351525359799	0.866123151376523	0.932421707294154	0.835196953723235	1.42336955390165	0.826846807011136	0.929525308025489	0.886639033508319	0.864315931269217	1.00243805870711	1.05906392904115	0.973927482974397	0.964508884879469	0.957856796783291	0.988314249242072	1.15073485502019	1.0719960785697	1.01320612988995	0.73598609359331	0.822416561548206	0.793374622117257	0.92519330429613	0.810174587193262	0.65589552140554	0.93179602392496	0.894705385796365	0.909429174796287	0.820735468800881	0.966529935164972	0.745816061854815	0.742096905528946	0.824155783419011	0.88117996634112	0.829511713095638	1.32552956031012	0.851357707084449	0.938379858915311	0.839905596506175	1.07232417387189	0.832862428670941
GATAD2A	2.58526194879457	2.75999280921159	2.59191079732116	2.18656229662707	2.67334534334766	2.49667066883267	2.72714979656687	2.44569798700475	4.67849314232973	4.96394928038503	4.808464883602	5.12155188855282	3.84909107303969	4.42933877894071	4.52791723330868	4.40282840821775	3.53265459107165	3.40068228012122	3.54426793075664	3.40135724101137	2.78086332787473	3.33419974758809	3.32742520909873	3.47611419353954	2.97343882267874	2.8116753123738	3.03933057523418	2.76992265449669	2.81718065308958	2.67052620020514	2.64674777463628	2.83023973956593	2.61801333793455	3.07472111936854	2.63813394969676	2.40817708525593	2.55428876956011	2.44841145585477	2.47746857483943	2.56400599406336	2.79208384965864	2.69341394592348	4.34162062080222	4.46534155276489	3.59732325848385	5.12483562032279	4.5584402700801	4.77439391526638	4.29234926694931	5.19352855166681	2.5397025454825	3.46298594251271	3.03183342151608	3.0147924585831	3.19210848451596	3.65984274350058	3.72277855935005	3.6420901626151	2.89149277557954	2.53167124828588	2.81574808183202	2.83432773071535	2.84213020168985	2.44112294970317	2.30892064140606	2.97912688896399	2.4313715757033	2.4575448512963	2.9175160819227	2.52407319343779	2.44292398677919	2.67647121222452	2.53546519759359	2.65046458744723	2.73958979743034	2.63701631379175	2.26868509200524	4.31840434143717	3.99706406763377	4.64679522061969	4.57973268675456	4.86021729621302	3.464811602938	3.1111133952236	3.48210715855267	3.36464220689581	2.72173290526098	3.12594911733298	3.19121731632568	3.69048980413873	3.26174759760465	3.24704570278472	3.0155070953002	2.64624964679048	2.28957593108945	2.8102314484956	2.29228302800868	2.86167691269166	2.86050640057263	2.33409925631814	2.57329358647536	2.6041459512898	2.75247019536818	2.60332363238501	2.43981989753524	2.46964179367602	2.42796381558626	2.5437992601917	4.66683247808261	3.78323579077732	4.24058828999072	4.54052943979189	4.58428512362812	4.64323350953427	3.00389877279027	3.11097375264316	3.593450711459	3.77067174825166	3.55405329897292	3.05787562466446	3.09132768440404	3.05303544396781	2.86104502682848	2.88104747703833	2.56211285330621	2.42120203330684	2.82444660516778	2.79216053686707	2.63631710862936	2.42123649400004
GATAD2B	0.287801925720523	0.324141460157654	0.251945631244347	0.298782627120107	0.305164402296242	0.290968089131794	0.300523230694999	0.354060284204898	0.096605308202129	0.0660141222427137	0.155453956948896	0.209522692914694	0.247801407566523	0.172714304188657	0.201341568428361	0.22202592015252	0.17144681117605	0.141453331292282	0.220635368054385	0.161106500843638	0.216358721380311	0.147830150956027	0.117338815952387	0.163647152005825	0.167177817620422	0.0291647761241981	0.0647629018522727	0.0682474873761083	-0.103430050276059	0.103669544954705	-0.0181414290985639	0.138896558387887	0.0499933414566089	0.0952679250114818	0.326629209285302	0.316327021863592	0.326119520696207	0.272590658511256	0.339471318694481	0.272968516301866	0.273689015510973	0.387153343325389	0.168586030145895	0.0777130824852367	0.252592110561603	0.256115278297286	0.161543717495759	0.102947894636934	0.133902092896238	0.276845705659119	0.281061551100133	0.133399918680522	0.217512780164427	0.194373913015703	0.164058253252797	0.208937472511456	0.226057130287956	0.110298489088583	0.168498896264404	0.121569794134105	0.0463832469134248	0.0165145578518553	0.0119681419077091	0.12964225228484	0.0839842062855292	-0.0515203620605225	0.118186790548332	-0.0939941016792832	-0.0101392459974671	0.249180394412535	0.296913744310467	0.344990623555004	0.30365734854344	0.327654574135057	0.35564909459492	0.443719173159709	0.362545707570049	0.0999135087820307	0.224437492722665	0.208281707486737	0.118440858179846	0.260545739812679	0.171933458846128	0.184611026543922	0.234034195040661	0.232421032887972	0.193367717991236	0.0899350603059153	0.272526585904122	0.262708158936983	0.185645132455308	0.114164276862456	0.0864041258296863	-0.0461672938524801	-0.222283665748811	0.0432784041173402	0.240951859815397	0.0965992150547879	-0.0027284946941862	0.302812085427319	0.266574589604208	0.29957712839327	0.373060606980638	0.295279568481873	0.209024538032389	0.259418195176182	0.243488393356706	0.332178444188087	0.0891346597113302	0.122132972341699	0.313830184010752	0.186310851112534	0.106619316568189	0.148091910378439	0.211296945396431	0.169852782554652	0.216658106980373	0.200564477096611	0.228896656469873	0.208412240473435	0.139341987286465	0.0765023052537611	0.0269235042687564	-0.161499053280874	0.0693346486276516	0.137104026583954	0.000820843640979966	-0.108355814325182	-0.156232314210692	0.139987376433513
GFI1	0.163457245317988	0.104805605733022	0.138709246927263	0.153909722770863	0.135627676174533	0.0998126250037109	0.0953372675124815	0.13514608783078	0.302569769526446	0.259614852339339	0.223612128632601	0.296832443000713	0.257013782908958	0.200170825040166	0.22250487525865	0.220307698044546	0.265324793363699	0.243929974796493	0.260590213030415	0.218965912039607	0.250617930831982	0.272381132728067	0.274534392773316	0.277017996826601	0.253418851821341	0.293149440426138	0.304669757524938	0.287865771792914	0.218373905235401	0.248006050605768	0.311153446291555	0.324038251716011	0.282217799273697	0.253359426592251	0.0940045035681773	0.147070472262424	0.116109079134769	0.105667914474181	0.136887897120081	0.109439152921043	0.162794172804626	0.17077124310521	0.288717808214418	0.311077364859925	0.257835655488116	0.300200832246001	0.220647576752749	0.0461241122688702	0.256646512724958	0.280208652472716	0.226224404329471	0.271568481948122	0.293730021322755	0.309815454104946	0.231924519834958	0.244954603835256	0.266620496653296	0.211756908230151	0.239000390260327	0.282505792386106	0.283827984060212	0.258258958661177	0.227429553084182	0.461753314822675	0.171810533762242	0.314501421139274	0.24853130594597	0.303897967873153	0.314048606077471	0.092048175442441	0.165933617765084	0.153161588212676	0.13973026653956	0.0913886076660336	0.0878180230911987	0.103882974215896	0.184723332431193	0.30372464314817	0.237366438955945	0.269071781888059	0.231545994574267	0.31989698581827	0.291289304521328	0.162411812683421	0.203458928392472	0.347330430975739	0.218404413102464	0.264817754677521	0.191576401594044	0.259941402512337	0.226221754473212	0.339150456284749	0.274712284497058	0.248817127966674	0.186636163285082	0.227734340993449	0.426213084673537	0.335665364916403	0.333437579479525	0.204153624622248	0.128687670351841	0.150426802215718	0.0994361567796682	0.150457697211198	0.0980036553942552	0.162672978565905	0.168620489910927	0.117144730369859	0.282869741304128	0.253612660329995	0.246809156947847	0.272183781062184	0.199653534383108	0.271629423774519	0.280054320903341	0.252858459885246	0.270774523518833	0.186061356126538	0.217363817632388	0.157647218717488	0.186861736073892	0.289094962987247	0.254714739443584	0.21089475935756	0.166902813415528	0.41195065642299	0.23358483294431	0.266915028091216	0.253532258199829	0.265896280439494
GLI4	1.60298031503978	1.34500032620698	1.5125302016428	1.3648460220994	1.5804243458615	1.57076421722031	1.25457938848032	1.69533056326982	1.22019252059966	1.28528104691265	1.06218110063151	1.30169243682462	1.30000347002144	1.36921389004291	1.37934911856807	1.01698031076935	1.10086992232624	1.19128468378703	1.24511475152281	1.15325382016901	1.21265273114537	1.1361507533235	1.02855035246038	1.14602790327902	1.17231447041475	1.69393307817259	1.61596740812647	1.63461445811314	1.02734222526757	1.2469565421763	1.44570950956663	1.4792317739062	1.7071997957066	2.13376499237837	1.55634210774913	1.53931843143302	1.24281638517665	1.26378623487113	1.43026048806379	1.39980537876855	1.59869772025777	1.49153574524144	1.23334219896621	1.17801293879947	1.31270018398582	1.26266779901001	1.34313963343573	0.893237179847504	1.13861769574391	1.13836948739235	1.48459119726226	1.09472252294032	1.12423398778719	1.27519737490183	1.24199754130723	1.11858994405628	1.03749091213483	1.16979916649665	1.0921927971941	0.87433018818153	1.61626773537955	1.55460631137481	1.74707299786313	1.64972286317351	1.84630460692295	1.29151269314093	1.527070817301	1.120097221127	1.24929484847386	1.42752981899045	1.31288580302873	1.66471043104409	1.63441884393412	1.36257222013647	1.60608044768345	1.39087090915096	1.29687930525553	1.25934568491751	1.29739817844864	1.26732368721173	0.940458769557905	1.09013066957141	1.13456829028398	1.09325259960426	1.09285349003076	1.19244378415811	0.961600369027309	1.21935832108583	0.98719286159625	1.18914344975812	0.876503861026225	1.60934909567211	1.77429861468772	1.39399165242368	0.588844153953661	1.52983600368474	0.591856633638151	1.08505419812471	1.84228322222189	1.11294045662537	1.64856934195985	1.6339425227705	1.23861306718338	1.3724703751473	1.38122013067816	1.30659305793117	1.43840535606012	1.26245420221226	1.17550641373758	1.27649227063371	1.17969628270645	1.21689255957513	1.19008107562707	0.87465343657303	1.18639316051378	1.16705472959755	1.13159916247777	1.11083419110963	1.11823122439057	1.18046672169666	1.11359799835294	1.62383711301261	1.69756800184048	1.48820677727074	1.35634244787325	2.18492904540877	1.71988424246351	1.42256963204904	2.23147800671604	0.984102892346396
GLIS3	1.47373170480603	1.32926521814704	1.36326119408568	1.23646421282587	1.36602937518233	1.42366244959507	1.40940415150056	1.2771128551818	1.80366068392291	1.66002505758053	1.33636356733496	1.49974183285607	1.75656972043013	1.53902806677283	1.49526203870189	1.4927910676299	2.38500580798718	2.15777890609674	1.54924911125253	2.02366972030146	1.51630750200255	1.23856611235153	1.14161855345657	1.661861634072	1.20276128799496	1.51421594125939	1.61470276914378	1.57616350397629	1.51642584977426	1.56153132200852	1.47892204582689	1.56485333626484	1.49401672762621	1.56450863208874	1.31921643821415	1.49485463269386	1.32954268099451	1.33582751079822	1.3872675361	1.31134229398248	1.30464451767965	1.33126837300765	1.63308858218404	1.70785300973142	1.71211648554272	1.58990391134845	1.5519731453558	1.43189111699768	1.53179454967074	1.33265358127405	1.30412462716522	2.32401561507446	1.64143294518627	1.7344363914478	1.54940935817331	2.13572786075429	1.59073007535977	1.83846278466649	1.42649134485375	1.12305650659611	1.56324175275128	1.49440395393141	1.57767839444783	1.53168043198678	1.35509105877974	1.64561153653949	1.56317573655251	1.61456167342886	1.50303514189619	1.37453512217758	1.4719094236754	1.40381451293634	1.4670834996883	1.31599059938573	1.30150292393393	1.47141931933187	1.2867192177358	1.67818498249866	1.72260962141055	1.73573936345345	1.52558339717854	1.57078494604729	2.25764342654781	1.49685058918274	1.86460971884207	1.55306563557983	1.27183655184403	1.28282259440087	1.40887023421109	1.50218700409533	1.7004273350883	1.55950349516571	1.59050856595417	1.44459235969132	1.51319319488848	1.47563113758202	1.59802594482369	1.41379460379658	1.58982422546853	1.58448635910581	1.35712165458664	1.52213624746307	1.26532586645156	1.39656036466754	1.36732739004118	1.2768428938171	1.43388194894002	1.37897098455577	1.73490917213555	1.63713859695306	1.55685760810446	1.65109150659576	1.49137517317745	1.48933322874705	1.71575374590649	1.34213044393365	2.37784759636823	1.5465082733754	2.15863627112325	1.51143691602528	1.31275684957249	1.58136478668585	1.61497126300829	1.44556990204987	1.53287467860533	1.66746965503036	1.58639175288362	1.54183181726833	1.6024220984784	1.50025281476153
GLYR1	-0.27754122346421	-0.462980335098393	-0.283881937579904	-0.116672753722227	-0.535508561152505	-0.5542689437748	-0.0949252023012432	-0.469860549753346	-0.287674178386599	-0.692397222361767	-0.594429314475414	-0.373509345004494	-0.68433205359192	-0.191397709181966	-0.895159163537826	-0.603420079117185	-0.47561515699802	-0.411078853718142	-0.479272146463789	-0.702163968292789	-0.439555587880246	-0.361596898236916	-0.87018708672905	-0.581096180103349	0.179265493168063	-0.141013732690982	0.0312601095430619	-0.187222372855341	-0.724413444738871	-0.375606673139353	-0.159067643599514	-0.680168712988381	0.0735509855546532	-0.73549634046316	-0.616206267366357	-0.439907153708799	-0.454557341845393	-0.480451749484063	-0.555982159041123	-0.204560761991118	-0.494536273316199	-0.497333824394571	-0.483822559518546	-0.528869111334774	-0.725434734357828	-0.6340969486938	-0.248991078073172	-0.376232217027404	-0.986863136667022	-0.702527585469018	-0.60426407059613	-0.582793126685762	-0.206563316081624	-0.548962859688837	-1.09878175420693	-0.353774770981123	-0.757532714026596	-0.567872908334428	-0.606755682732189	-0.986856975283683	-0.268427380909609	-0.248446789945494	-0.343014764425789	-0.363163409354091	-0.178607640547874	-0.399674244891275	-0.192525082441532	-0.362525131225834	-0.456577649436535	-0.472191516325569	-0.388149604698746	-0.750305883406	-0.495789268081068	-0.499198295392656	-0.4535414583851	-0.483562186249957	-0.566649127129002	-0.619613121408083	-0.560887635590532	-0.63542362770372	-0.444852161053649	-0.376800318813619	-0.569313862853171	-0.5905555271943	-0.300261970199626	-0.503140571068433	-0.733120126327759	-0.761950616902123	-0.160249870817453	-0.39737785199321	-0.600054971876972	-0.0861038184504296	-0.238438800744623	-0.479929873212973	-0.165888122482893	-0.18571189100721	-0.363983188815918	-0.0480989853675579	-0.762183357364489	-0.692760142490078	-0.536929152373105	-0.36757200363325	-0.670715765930817	-0.487430011605686	-0.454874623000983	-0.444664912121489	-0.77936597563427	-0.56541756352766	-0.404316378967859	-0.345086615789191	-0.757264761059805	-0.342315248463847	-0.502971005217507	-0.915819529584427	-0.342641421718905	-0.430463411373702	-0.375984315720629	-0.730217203286794	-0.488799905970709	-0.384176905572371	-0.627450636865574	-0.134322895992629	-0.437164567793351	-0.785368935297461	-0.726536465361513	-0.808370569322666	-0.118196853566777	-0.629538621224795	-0.521583907812351	-0.105053376063568
GMEB1	2.51701679896281	2.59786196575417	2.62056155042851	2.28018269972426	2.70607186302802	2.53333501463621	2.42646345801812	2.24489792290857	2.67524855033191	2.50185454866672	2.56966282751291	2.5696059645725	2.53489401560722	2.78283143375087	2.51070327199115	2.6638519297553	3.12994412626053	2.90067350568838	2.74111170263527	2.88431705322029	2.86420156696299	3.16477436931988	2.84314755118511	3.07056272213816	2.51564555334191	2.31143780862675	2.2823101264324	2.28286769282432	2.47224584142065	2.40506838184244	2.3002645466907	2.35277699953698	2.4311502333948	2.46883115931174	2.59572720401479	2.28272478587459	2.61226559815906	2.66654069631248	2.59108873236504	2.66094417982243	2.61423144515861	2.66086950200635	2.60453443878583	2.64859622106819	2.6250685686007	2.62505730479449	2.70667460430938	2.77538111976143	2.60002315054173	2.412663049495	2.66050399827974	3.28103142976988	2.87688865701831	2.79299560705717	2.89873330567889	2.95265936217208	2.89083072991726	3.13337598692042	2.95672952256415	2.74530690008476	2.31015655560336	2.30293646156212	2.27894988130956	2.56803808592544	2.46696346071527	2.51323166021492	2.51068254254902	2.29025793038713	2.37836824170812	2.33768982601639	2.48079509295478	2.40615867369992	2.52856524917465	2.74021027445795	2.43089566390107	2.15275504423027	2.24468150383137	2.66713362827391	2.64478700528517	2.62064988324635	2.77934169351541	2.5916870314515	3.10811815615639	2.98325626402717	2.71050192262769	3.09993656929234	2.64740928211876	2.74794023473289	2.78785133433752	3.12661274291817	2.84715466970114	2.30711078194519	2.26406161959299	2.5279259533081	2.39166312371209	2.43880827011418	2.54162976149609	2.56900944729464	2.4382905095926	2.66160285807073	2.60532374033765	2.55820291852673	2.58617489564445	2.53407057572952	2.59563578082488	2.69675931518594	2.47161839443183	2.68288231652104	2.64948740976731	2.644908816353	2.68419246727315	2.70781927938991	2.66919602089504	2.39078170480145	2.8419661279156	2.85714092764588	2.95149111098968	2.71206218187388	2.93377621677104	2.80473773077826	3.09412567990813	2.33588869735645	2.24241905797984	2.3073136310222	2.52221398045426	2.56644142299585	2.39357708271341	2.25735032697896	2.60502467459426	2.65786086480706
